"gene"	"ncpgs_orig"	"ncpgs"	"treatment.ratio"	"converged"	"p.value.treatment"	"p.value.inter"	"adj.p.value.treatment"	"adj.p.value.inter"
"SpisGene2665"	166	134	1	1	1	1	1	1
"SpisGene2667"	83	76	1.02569724798167	1	0.0196747922238081	1	0.0852036136866906	1
"SpisGene2670"	158	158	1.02156936078066	1	0.0161568337174104	1	0.0740653345561298	1
"SpisGene2671"	44	44	1	1	1	1	1	1
"SpisGene2672"	36	32	1	1	1	1	1	1
"SpisGene2675"	158	151	1	1	1	1	1	1
"SpisGene2676"	69	68	1	1	1	1	1	1
"SpisGene2677"	102	100	1.03193097812104	1	0.0528390360818338	1	0.172579486548448	1
"SpisGene2678"	151	151	1	1	1	1	1	1
"SpisGene2684"	89	89	1	1	1	1	1	1
"SpisGene2685"	23	23	1	1	1	1	1	1
"SpisGene2686"	14	14	1.06494482412643	1	0.161048269302463	1	0.394591404026066	1
"SpisGene2687"	179	176	1	1	1	1	1	1
"SpisGene2688"	143	140	1.02494978705181	1	0.00350785484720882	1	0.024839646911673	1
"SpisGene2689"	56	47	1	1	1	1	1	1
"SpisGene2690"	52	47	1	1	1	1	1	1
"SpisGene2691"	263	247	1	1	1	1	1	1
"SpisGene2692"	64	27	0.867333055983379	1	0.013286154488938	1	0.0643237938166934	1
"SpisGene2696"	97	87	1.14417303973506	1	1.03806570062731e-05	1	0.000299579273290414	1
"SpisGene2702"	18	9	1	1	1	1	1	1
"SpisGene2706"	104	101	1	1	1	1	1	1
"SpisGene2708"	49	48	1	1	1	1	1	1
"SpisGene2713"	201	195	1.02100553245859	1	0.291079383882349	1	0.649565391096294	1
"SpisGene2715"	32	32	1	1	1	1	1	1
"SpisGene2716"	222	222	1.01445082811075	1	0.137805903143146	1	0.350292429762511	1
"SpisGene2717"	18	9	0.683801506817482	1	0.0104741039697174	0.0243298028980961	0.0541895519105547	0.480611186660786
"SpisGene2720"	90	87	1	1	1	1	1	1
"SpisGene2722"	180	176	1.02160170359307	1	0.0141475104476164	1	0.0671816670496811	1
"SpisGene2725"	55	52	1	1	1	1	1	1
"SpisGene2726"	54	54	1.02005401274323	1	0.257986799704855	1	0.586102852466012	1
"SpisGene2731"	109	89	1	1	1	1	1	1
"SpisGene2734"	20	7	1	1	1	1	1	1
"SpisGene2736"	134	84	1	1	1	1	1	1
"SpisGene2737"	634	524	0.963541242995124	1	0.0247864900804583	1	0.100506360436019	1
"SpisGene2739"	89	88	0.967193656839798	1	0.0110860614068001	1	0.0564853942575442	1
"SpisGene2740"	76	75	1.02054223470071	1	0.0157063855396799	1	0.0724529162380279	1
"SpisGene2745"	669	613	1.04883456381341	1	4.28264780325687e-06	1	0.000151630360880807	1
"SpisGene2746"	552	518	1.03099079411066	1	0.0131991748934686	1	0.0640630507584075	1
"SpisGene2747"	254	253	1.02173797438813	1	0.0386523685283752	1	0.13793716550841	1
"SpisGene2748"	76	62	1	1	1	1	1	1
"SpisGene2749"	41	41	1	1	1	1	1	1
"SpisGene2750"	31	31	1.06668500117007	1	0.00371184402701847	0.000150441144995662	0.0258383514493836	0.00580902010049453
"SpisGene2751"	1146	1015	1	1	1	1	1	1
"SpisGene2752"	94	94	0.985385130734724	1	0.301277248044392	1	0.669491570649279	1
"SpisGene2753"	36	34	1	1	1	1	1	1
"SpisGene2754"	238	238	1.01133602580741	1	0.16067069061268	1	0.394014736306643	1
"SpisGene2759"	394	391	1	1	1	1	1	1
"SpisGene2760"	75	72	1.02779994141639	1	0.0529821069058775	6.03724802157816e-07	0.172802519690353	5.2680931161519e-05
"SpisGene2761"	87	85	1.05227564685665	1	0.00685484624572217	1	0.0396700825835198	1
"SpisGene2762"	150	45	0.893536279348441	1	0.0356264237378069	1	0.1297479013865	1
"SpisGene2764"	6	5	1	1	1	1	1	1
"SpisGene2766"	8	8	1	1	1	1	1	1
"SpisGene2771"	143	135	1.04723513769999	1	0.0106196398605776	1	0.0547215835745622	1
"SpisGene2775"	77	71	1.05225276207745	1	0.0035439164953228	1	0.0249598044785665	1
"SpisGene2776"	124	123	0.973631791789174	1	0.00396646182470692	1	0.026950539510363	1
"SpisGene2777"	48	48	1	1	1	1	1	1
"SpisGene2778"	111	111	0.97982760551657	1	0.00528756535027381	1	0.0330597187487094	1
"SpisGene2779"	85	74	1	1	1	1	1	1
"SpisGene2783"	167	165	1	1	1	1	1	1
"SpisGene2784"	307	306	1	1	1	1	1	1
"SpisGene2785"	78	78	0.981423694273338	1	0.100117696876864	1	0.276133478543905	1
"SpisGene2786"	10	10	1	1	1	1	1	1
"SpisGene2790"	65	63	0.935385845201054	1	0.0569392189157391	1	0.182438787326392	1
"SpisGene2791"	20	20	0.951692986310604	1	0.0195229334081181	1	0.084811112516176	1
"SpisGene2792"	47	46	1.06973509671555	1	0.00787979643855735	1	0.0441475753953956	1
"SpisGene2793"	112	111	1	1	1	1	1	1
"SpisGene2795"	28	16	1	1	1	1	1	1
"SpisGene2804"	43	30	1	1	1	1	1	1
"SpisGene2805"	362	301	1.10002756420404	1	6.39766936123273e-09	1	6.68858225105483e-07	1
"SpisGene2807"	154	154	1	1	1	1	1	1
"SpisGene2808"	52	50	1	1	1	1	1	1
"SpisGene2809"	56	56	0.954524020217668	1	0.0225483668297746	1	0.093904923415093	1
"SpisGene2812"	383	312	1	1	1	1	1	1
"SpisGene2813"	75	75	1.06397264113172	1	0.00218538540099136	1	0.0177164894029161	1
"SpisGene2814"	167	167	1	1	1	1	1	1
"SpisGene2815"	60	41	1.16302322348614	1	0.532038635470594	6.42761228839429e-06	1	0.000424362464621979
"SpisGene2817"	184	178	1	1	1	1	1	1
"SpisGene2819"	27	26	1.09083779723546	1	0.131712012029615	1	0.337956128111182	1
"SpisGene2821"	253	251	1.01431807812593	1	0.0474146402290842	1	0.159226982732943	1
"SpisGene2826"	25	25	1	1	1	1	1	1
"SpisGene2827"	22	21	1.07627044251664	1	0.0965045463108707	1	0.268844490250646	1
"SpisGene2831"	107	107	1.03592163566909	1	0.00329308154857812	1	0.0237127548546737	1
"SpisGene2837"	40	40	1	1	1	1	1	1
"SpisGene2838"	159	158	1	1	1	1	1	1
"SpisGene2842"	64	63	1	1	1	1	1	1
"SpisGene2846"	60	56	1.08029201605586	1	0.00454403959236797	1	0.0297618479684526	1
"SpisGene2847"	368	368	1	1	1	1	1	1
"SpisGene2848"	37	36	1	1	1	1	1	1
"SpisGene2849"	86	86	1	1	1	1	1	1
"SpisGene2850"	61	61	1	1	1	1	1	1
"SpisGene2851"	103	102	1	1	1	1	1	1
"SpisGene2852"	243	243	1.01688450895636	1	0.0737663612178109	1	0.220486785979259	1
"SpisGene2853"	32	32	1	1	1	1	1	1
"SpisGene2855"	83	81	1.07284623234957	1	0.00178133482310312	1	0.0152910553908821	1
"SpisGene2859"	74	73	1	1	1	1	1	1
"SpisGene2865"	71	71	1	1	1	1	1	1
"SpisGene2866"	147	144	1	1	1	1	1	1
"SpisGene2867"	47	46	1	1	1	1	1	1
"SpisGene2868"	185	179	1.01312943464147	1	0.00975744108441987	1	0.0515589453212379	1
"SpisGene2871"	31	27	1.07107061349251	1	0.0642971985663014	1	0.199703350479751	1
"SpisGene2873"	27	24	1	1	1	1	1	1
"SpisGene2874"	51	50	1	1	1	1	1	1
"SpisGene2879"	457	448	1	1	1	1	1	1
"SpisGene2881"	104	104	1	1	1	1	1	1
"SpisGene2882"	74	74	1	1	1	1	1	1
"SpisGene2886"	107	107	0.982152085237169	1	0.193011783253596	1	0.459137506029133	1
"SpisGene2887"	110	110	1	1	1	1	1	1
"SpisGene2888"	20	18	0.779712545725379	1	0.000142535925394756	1	0.00234012314848102	1
"SpisGene2893"	124	119	1	1	1	1	1	1
"SpisGene2894"	201	195	1.0345703913848	1	0.00809314229280169	1	0.0448665347117701	1
"SpisGene2897"	63	54	0.919550805143932	1	0.00207583774968111	1	0.0170277083212184	1
"SpisGene2898"	121	120	1.0515415896155	1	0.0159079554581398	1	0.0731501918618694	1
"SpisGene2899"	110	108	1.06366820061358	1	0.330859618117515	1	0.725769257319537	1
"SpisGene2901"	94	92	1.07751982474712	1	0.00646013965555154	1	0.0380804615227778	1
"SpisGene2902"	107	103	1.06309420286069	1	0.000213503021841374	1	0.00318083295739111	1
"SpisGene2904"	225	222	1.01333845967035	1	0.0424739531272671	1	0.147138589733158	1
"SpisGene2905"	130	128	1.05961039304485	1	7.71358274811944e-08	1	5.62381079043813e-06	1
"SpisGene2907"	128	128	1	1	1	1	1	1
"SpisGene2908"	126	120	1.01299506987641	1	0.114992571840024	1	0.305462592037088	1
"SpisGene2909"	41	34	0.92271349711857	1	0.04114921813684	8.30818708052714e-09	0.143581749178987	1.22761772301869e-06
"SpisGene2910"	72	72	1	1	1	1	1	1
"SpisGene2914"	71	71	1	1	1	1	1	1
"SpisGene2917"	115	107	1.05203043374643	1	0.208357089181958	1	0.48795715602588	1
"SpisGene2918"	48	48	1.06414540437933	1	1.09167515775659e-05	1	0.000310203694827143	1
"SpisGene2919"	37	37	0.948620787879058	1	0.0148092814301857	1	0.0692766807975172	1
"SpisGene2920"	51	51	1	1	1	1	1	1
"SpisGene2921"	35	35	1	1	1	1	1	1
"SpisGene2922"	38	37	1	1	1	1	1	1
"SpisGene2923"	24	23	1	1	1	1	1	1
"SpisGene2925"	175	167	1	1	1	1	1	1
"SpisGene2926"	63	61	1	1	1	1	1	1
"SpisGene2927"	50	50	1	1	1	1	1	1
"SpisGene2928"	266	265	1	1	1	1	1	1
"SpisGene2930"	33	33	1	1	1	1	1	1
"SpisGene2931"	50	50	1	1	1	1	1	1
"SpisGene2932"	126	126	1	1	1	1	1	1
"SpisGene2933"	7	7	1	1	1	1	1	1
"SpisGene2935"	112	101	1.08929465301253	1	0.00042693297205106	1	0.00537034187998847	1
"SpisGene2937"	35	14	1	1	1	1	1	1
"SpisGene2940"	78	53	1	1	1	1	1	1
"SpisGene2941"	106	104	1	1	1	1	1	1
"SpisGene2943"	94	92	1.03764056005391	1	0.00807163924498022	1	0.0448145822208771	1
"SpisGene2947"	85	84	1	1	1	1	1	1
"SpisGene2950"	80	68	1.05198852219581	1	0.0302740042392362	1	0.116169153386155	1
"SpisGene2951"	13	13	1.08653374462558	1	0.00399885547265371	1	0.0271207566388913	1
"SpisGene2952"	55	55	0.977645755314627	1	0.433140926163607	1	0.922380427314583	1
"SpisGene2953"	165	165	1	1	1	1	1	1
"SpisGene2954"	6	6	0.680578215227236	1	0.0623620735517851	0.00981505089480865	0.194784808089313	0.217333722555776
"SpisGene2955"	7	5	1	1	1	1	1	1
"SpisGene2956"	151	148	1	1	1	1	1	1
"SpisGene2958"	13	8	1.1544540517828	1	0.0822724195419653	1	0.239428296576696	1
"SpisGene2965"	137	119	0.957016510429759	1	0.121688113883024	1	0.318471946083475	1
"SpisGene2966"	89	88	1	1	1	1	1	1
"SpisGene2970"	121	110	1.05760339130146	1	1.78329267812751e-05	1	0.000449146578613842	1
"SpisGene2971"	151	151	0.987338241082329	1	0.0305950510061904	1	0.117025461744146	1
"SpisGene2973"	133	122	1	1	1	1	1	1
"SpisGene2975"	46	43	1.07563068421576	1	0.000551010822770957	1	0.00657298378681135	1
"SpisGene2976"	86	81	1.03765808808457	1	0.0905539729430604	1.32293519250017e-08	0.256851581304068	1.76635756666107e-06
"SpisGene2981"	65	63	1.06474135583982	1	6.67787679974474e-05	1	0.00129604607171228	1
"SpisGene2989"	27	26	0.873675267887563	1	0.359955809764014	0.000495938588138406	0.780174121612519	0.0166545194962116
"SpisGene2993"	193	193	1.01139730615423	1	0.387138376932844	1	0.832738255661836	1
"SpisGene2994"	62	61	1.03015239192919	1	0.0254390368324692	1	0.102477428635923	1
"SpisGene2995"	85	85	1	1	1	1	1	1
"SpisGene2996"	46	32	1	1	1	1	1	1
"SpisGene2997"	80	78	1	1	1	1	1	1
"SpisGene3001"	165	165	0.981153552597634	1	0.00763229641076075	1	0.0429345730071323	1
"SpisGene3002"	125	122	1	1	1	1	1	1
"SpisGene3004"	22	22	1	1	1	1	1	1
"SpisGene3006"	17	15	1	1	1	1	1	1
"SpisGene3007"	49	49	1.04831538063854	1	0.010348531382551	1	0.0537910059950424	1
"SpisGene3008"	52	52	1	1	1	1	1	1
"SpisGene3009"	56	54	1	1	1	1	1	1
"SpisGene3010"	28	28	1	1	1	1	1	1
"SpisGene3021"	8	8	1	1	1	1	1	1
"SpisGene3022"	10	10	1	1	1	1	1	1
"SpisGene3023"	13	13	1	1	1	1	1	1
"SpisGene3026"	168	167	1.01975219629228	1	5.58143493037803e-05	1	0.00112053373004437	1
"SpisGene3032"	76	76	1.05380020365734	1	0.847095207038681	1	1	1
"SpisGene3033"	27	23	0.864825426432427	1	0.00214078906543099	1	0.0174442826640487	1
"SpisGene3034"	211	210	1.01373971614484	1	0.00503732618962933	1	0.0319357258772725	1
"SpisGene3036"	242	238	1.02881410484282	1	1.99964391519242e-05	1	0.000494644059557196	1
"SpisGene3037"	187	187	1.02029120526018	1	0.00125167296952012	1	0.0118353582322713	1
"SpisGene3041"	136	17	1.1691454717561	1	0.0136162595202974	1	0.0654359878594691	1
"SpisGene3043"	16	10	0.82245280299755	1	0.0126642276949356	1	0.0624588212351028	1
"SpisGene3044"	24	24	1	1	1	1	1	1
"SpisGene3045"	302	302	1.03684587432259	1	4.84168456408242e-09	1	5.31243052862984e-07	1
"SpisGene3047"	136	106	1	1	1	1	1	1
"SpisGene3052"	115	115	1.03024813944198	1	0.000195638229961773	1	0.00297810833026973	1
"SpisGene3054"	365	364	1.01126407271788	1	0.0985920128611652	1	0.273285814539128	1
"SpisGene3062"	47	42	1	1	1	1	1	1
"SpisGene3063"	182	182	1	1	1	1	1	1
"SpisGene3064"	10	5	0.563003856600273	1	0.0182772779636375	1	0.0809871229080491	1
"SpisGene3068"	36	36	0.96941096266074	1	0.117205378358045	1	0.309918874484335	1
"SpisGene3069"	172	170	1	1	1	1	1	1
"SpisGene3070"	41	39	1	1	1	1	1	1
"SpisGene3074"	34	33	1.02594670508582	1	0.355540692293838	7.42154456247768e-06	0.771963548589403	0.000480968168663027
"SpisGene3081"	39	37	0.94073934516959	1	0.197060305469387	1	0.466628697694819	1
"SpisGene3082"	115	115	1	1	1	1	1	1
"SpisGene3086"	38	38	1	1	1	1	1	1
"SpisGene3087"	67	67	1	1	1	1	1	1
"SpisGene3090"	502	500	1.00644406433248	1	2.44472826373583e-05	1	0.000583889625403459	1
"SpisGene3091"	136	136	1	1	1	1	1	1
"SpisGene3092"	74	71	1.02469729966172	1	0.0356774466895211	1	0.129860687504058	1
"SpisGene3093"	6	5	1.17814669527549	1	0.0958536435734032	1	0.267501908355692	1
"SpisGene3094"	46	40	1.60466925924833	1	1.32573320526813e-16	1	8.64222081222434e-14	1
"SpisGene3095"	103	99	0.940461463994373	1	0.049824581195096	1	0.165564020630901	1
"SpisGene3096"	13	10	0.84658662970427	1	0.194220884740341	0.000141917592574602	0.461087370328291	0.00549905860458651
"SpisGene3097"	36	34	1.0843984800013	1	0.000820834521590082	1	0.00874830350477608	1
"SpisGene3099"	211	210	0.987320844918778	1	0.158416675792101	1	0.389348769378591	1
"SpisGene3105"	40	40	1	1	1	1	1	1
"SpisGene3106"	52	51	1	1	1	1	1	1
"SpisGene3108"	23	18	1	1	1	1	1	1
"SpisGene3109"	75	75	1.09928578612958	1	8.40857250265539e-05	1	0.00155378193382449	1
"SpisGene3113"	50	50	1	1	1	1	1	1
"SpisGene3114"	16	16	1	1	1	1	1	1
"SpisGene3115"	48	48	1	1	1	1	1	1
"SpisGene3116"	130	130	1.01314508606598	1	0.243489931796963	1	0.557511451275608	1
"SpisGene3119"	87	87	0.976347607194446	1	0.00933415644450249	1	0.049929125844207	1
"SpisGene3120"	81	81	1	1	1	1	1	1
"SpisGene3121"	134	134	1	1	1	1	1	1
"SpisGene3122"	33	33	1	1	1	1	1	1
"SpisGene3127"	26	19	1	1	1	1	1	1
"SpisGene3128"	77	77	1	1	1	1	1	1
"SpisGene3129"	42	42	1.21365942044376	1	7.35147044065604e-12	1	1.81042212051889e-09	1
"SpisGene3130"	44	42	1	1	1	1	1	1
"SpisGene3131"	297	296	1.03318029022752	1	0.00141110381197248	1	0.0129131729515103	1
"SpisGene3132"	36	36	1.11130930141275	1	3.2509016115526e-09	1	3.9159230064376e-07	1
"SpisGene3134"	199	196	1.02552960977873	1	0.00970708834774302	1	0.0513724704248749	1
"SpisGene3135"	8	6	1.22311505286615	1	0.744664082668863	0.00533096102499797	1	0.129841121052808
"SpisGene3136"	119	119	1	1	1	1	1	1
"SpisGene3138"	92	88	0.972931969864315	1	0.00464938757489687	1	0.0302907190505627	1
"SpisGene3139"	67	65	1	1	1	1	1	1
"SpisGene3140"	40	39	1.05407884452849	1	0.0497600222133293	1	0.165482994435478	1
"SpisGene3142"	97	93	1	1	1	1	1	1
"SpisGene3147"	16	16	1.07520150461374	1	0.000595593603258145	1	0.00697594982712302	1
"SpisGene3148"	205	201	1	1	1	1	1	1
"SpisGene3150"	146	146	1.01226786669641	1	0.876419194132271	1	1	1
"SpisGene3151"	149	149	0.984974703307712	1	0.154610128002591	1	0.382358723720117	1
"SpisGene3152"	126	123	1.04022039561513	1	0.00103393731346801	1	0.0102855415689878	1
"SpisGene3153"	78	73	1.02802873624162	1	0.670151923041997	1	1	1
"SpisGene25811.Novel"	194	192	1.0289908391588	1	0.0156443301231106	1	0.0722343393581795	1
"SpisGene3155"	22	18	1	1	1	1	1	1
"SpisGene3163"	240	232	1.01851558190335	1	0.000446199393229687	1	0.00556844783307589	1
"SpisGene3164"	65	63	1.22095015379716	1	8.4731055425735e-10	1	1.2355125739842e-07	1
"SpisGene3165"	77	76	1	1	1	1	1	1
"SpisGene3166"	54	34	1	1	1	1	1	1
"SpisGene3167"	67	64	1.02950967639366	1	0.0316561377640696	1	0.119772386036674	1
"SpisGene3171"	71	69	1	1	1	1	1	1
"SpisGene3172"	256	256	1	1	1	1	1	1
"SpisGene3174"	218	218	1.01277839371929	1	0.208007670205368	1	0.487344820553041	1
"SpisGene3175"	593	591	1.02008749454858	1	0.00037393090193499	1	0.00485130923911464	1
"SpisGene3181"	33	32	1.09861391960603	1	0.147198799966806	8.51457689494813e-05	0.36798039730028	0.00362917465960827
"SpisGene3182"	133	131	1	1	1	1	1	1
"SpisGene3183"	112	102	1.02602289577943	1	0.498377068859219	1	1	1
"SpisGene3184"	46	29	1	1	1	1	1	1
"SpisGene3185"	86	83	1	1	1	1	1	1
"SpisGene3188"	93	92	1	1	1	1	1	1
"SpisGene3189"	240	238	1.01167566424302	1	0.101770612718778	1	0.279247304940695	1
"SpisGene3190"	23	21	1.0168356569104	1	0.634579206957251	0.00130984187350118	1	0.0390206119412368
"SpisGene3191"	30	7	1	1	1	1	1	1
"SpisGene3192"	263	254	1.01116830968497	1	0.15160929303696	1	0.376121375741122	1
"SpisGene3200"	35	33	1.02982073740169	1	0.351524901963825	1	0.763992736529341	1
"SpisGene3202"	62	61	1	1	1	1	1	1
"SpisGene3203"	6	6	0.830097087378641	1	0.00602585477371935	1	0.0361943211936899	1
"SpisGene3206"	33	32	1	1	1	1	1	1
"SpisGene3207"	177	175	1.03651939496326	1	0.000905307204097348	1	0.00940263770928473	1
"SpisGene3211"	366	344	1	1	1	1	1	1
"SpisGene3212"	12	7	1	1	1	1	1	1
"SpisGene3213"	50	48	1	1	1	1	1	1
"SpisGene3215"	138	138	1	1	1	1	1	1
"SpisGene3216"	304	302	1	1	1	1	1	1
"SpisGene3217"	13	10	1.53354995301164	1	0.000169803732409078	1	0.00266917015965589	1
"SpisGene3218"	143	134	1.01706002135043	1	0.0324771157876859	1	0.121756223666825	1
"SpisGene3219"	751	688	1	1	1	1	1	1
"SpisGene3230"	39	30	1	1	1	1	1	1
"SpisGene3237"	209	179	1.02170491570453	1	0.012841595605091	1	0.0629971502857982	1
"SpisGene3238"	51	51	1.02275390076097	1	0.418884140371226	1	0.895461813964878	1
"SpisGene3239"	35	33	1	1	1	1	1	1
"SpisGene3240"	9	5	1.95356158992678	1	0.000369422048469162	1	0.00481639428368854	1
"SpisGene3241"	35	35	0.956935450787858	1	0.156210328850278	1	0.385464899647913	1
"SpisGene3243"	126	122	1	1	1	1	1	1
"SpisGene3247"	50	36	1	1	1	1	1	1
"SpisGene3249"	682	639	1	1	1	1	1	1
"SpisGene3250"	117	115	1	1	1	1	1	1
"SpisGene3251"	61	55	0.814491230514041	1	7.64279838038701e-06	1	0.000239936236972943	1
"SpisGene3252"	35	34	1	1	1	1	1	1
"SpisGene3253"	21	20	1	1	1	1	1	1
"SpisGene3254"	136	112	1.05250516632247	1	0.0357133751207644	1	0.129890260284972	1
"SpisGene3255"	238	210	0.95756602061644	1	0.110254889390325	1	0.295989506837107	1
"SpisGene3258"	61	51	1	1	1	1	1	1
"SpisGene3262"	6	6	1	1	1	1	1	1
"SpisGene3264"	12	11	0.617412417701435	1	0.0015043180609647	1	0.0134117882152943	1
"SpisGene3271"	168	162	1.03940348150938	1	0.000601629230349244	1	0.0070181632955056	1
"SpisGene3272"	121	121	1.02619583717352	1	0.00226510266002061	1	0.0182426363941486	1
"SpisGene3273"	24	14	1.19878604497764	1	0.0720204908671406	1	0.216743558665248	1
"SpisGene3274"	161	159	1	1	1	1	1	1
"SpisGene3275"	111	94	1	1	1	1	1	1
"SpisGene3277"	205	202	1	1	1	1	1	1
"SpisGene3279"	5	5	0.848145263461581	1	0.357187711550589	0.036973762049909	0.775084045311068	0.690004878538148
"SpisGene3281"	115	113	0.978279782191324	1	0.00328943773192812	1	0.0237098960657799	1
"SpisGene3282"	214	209	1.0222111455447	1	5.86323438037264e-05	1	0.00116029220363017	1
"SpisGene3287"	151	150	1.02603441054248	1	0.000116958432594538	1	0.00200639837463262	1
"SpisGene3288"	124	120	1	1	1	1	1	1
"SpisGene3289"	125	123	1.02630475388476	1	0.000243469541832214	1	0.00347697095693891	1
"SpisGene3290"	100	100	1.03300980969733	1	7.05065581660368e-05	1	0.00134948821691886	1
"SpisGene3291"	179	178	1	1	1	1	1	1
"SpisGene3292"	90	83	1.03112572386641	1	0.0177853796206084	1	0.0792192833422758	1
"SpisGene3293"	11	9	1.37026394204126	1	0.0314386793004387	1	0.119275400207964	1
"SpisGene3294"	505	496	1	1	1	1	1	1
"SpisGene3295"	70	66	0.927900047370096	1	0.0278741592705587	6.71436229662432e-15	0.110046823311839	3.3822074077814e-12
"SpisGene3296"	153	152	1	1	1	1	1	1
"SpisGene3297"	63	63	1	1	1	1	1	1
"SpisGene3298"	93	92	1	1	1	1	1	1
"SpisGene3300"	113	111	1.04340639136323	1	0.00248261401511634	1	0.0194984610315516	1
"SpisGene3301"	197	194	1	1	1	1	1	1
"SpisGene3302"	33	32	1.11421300700099	1	4.67611631250462e-08	1	3.57384282587422e-06	1
"SpisGene3303"	78	74	1	1	1	1	1	1
"SpisGene3305"	9	6	0.608977871705499	1	0.00423301913447453	1	0.0282422143577645	1
"SpisGene3308"	23	18	1	1	1	1	1	1
"SpisGene3309"	30	29	1.06746582068462	1	0.0504160209896249	1	0.1668788365015	1
"SpisGene3310"	17	15	0.764696757154497	1	4.32400329606659e-05	1	0.000914477185629961	1
"SpisGene3311"	24	5	1.31613813082484	1	0.00518156899655154	1	0.0326262202385137	1
"SpisGene3312"	67	64	1.04344147000997	1	0.00405805998485441	1	0.0274381433509588	1
"SpisGene3313"	33	31	1	1	1	1	1	1
"SpisGene3315"	122	118	1.03541032606266	1	0.000346276706391166	1	0.00457928217210848	1
"SpisGene3317"	17	17	1	1	1	1	1	1
"SpisGene3319"	7	7	1.10051331128239	1	0.248257391375917	0.00810061082484468	0.56632120445202	0.185477209010183
"SpisGene3321"	10	8	1.25142805054202	1	0.0472377244255588	0.0143693396023526	0.159018366368178	0.302102938213843
"SpisGene3322"	88	86	1	1	1	1	1	1
"SpisGene3323"	16	16	1.15109327633629	1	0.0015192573805374	1	0.0134931325500371	1
"SpisGene3324"	60	58	1.07110794187859	1	0.0707159180564449	1	0.214177043974179	1
"SpisGene3325"	141	123	1.01305636336317	1	0.0863332271303744	1	0.248505148846444	1
"SpisGene3331"	104	103	1.01941834764496	1	0.0699371123356365	1	0.212690197284172	1
"SpisGene3332"	63	58	1	1	1	1	1	1
"SpisGene3333"	220	220	1	1	1	1	1	1
"SpisGene3336"	201	199	1.01679410291601	1	0.0297962499561254	1	0.114932837456938	1
"SpisGene3337"	224	221	1.02244779306977	1	0.0187100520580863	1	0.0822412021381724	1
"SpisGene3338"	79	74	1	1	1	1	1	1
"SpisGene3339"	228	228	1	1	1	1	1	1
"SpisGene3340"	9	8	1.2142149796659	1	0.157215198701595	1	0.387168629335794	1
"SpisGene3341"	61	60	1.0576608055786	1	0.151339603471006	1	0.375873035783435	1
"SpisGene3346"	42	42	1	1	1	1	1	1
"SpisGene3347"	66	65	0.957418600517769	1	0.117616808488254	1	0.310696184986279	1
"SpisGene3351"	34	34	1	1	1	1	1	1
"SpisGene3352"	396	388	1	1	1	1	1	1
"SpisGene3360"	31	31	0.911944458613058	1	0.0305619771529783	1	0.116950217820893	1
"SpisGene3361"	18	13	1	1	1	1	1	1
"SpisGene3363"	49	49	1.03487230875137	1	0.10014623252638	1	0.27614345579929	1
"SpisGene3366"	13	5	1	1	1	1	1	1
"SpisGene3368"	29	29	1	1	1	1	1	1
"SpisGene3369"	51	49	1	1	1	1	1	1
"SpisGene3371"	220	220	1	1	1	1	1	1
"SpisGene3372"	53	53	1	1	1	1	1	1
"SpisGene3373"	5	5	0.290547263682077	1	4.01979116080066e-09	1	4.67236738402199e-07	1
"SpisGene3376"	36	36	1.05882438676849	1	0.0301027911186545	5.26972877481735e-05	0.115673757112816	0.0024884681485825
"SpisGene3378"	95	94	1	1	1	1	1	1
"SpisGene3379"	26	26	1.02680267746249	1	0.0784345979954727	1	0.230613331310483	1
"SpisGene3380"	53	53	1.02870067852191	1	0.00612832551532615	1	0.0366681276893899	1
"SpisGene3381"	132	130	1.04197318037325	1	0.00128724509311959	1	0.0120789586129986	1
"SpisGene3386"	49	46	1.00335775554151	1	0.234444221226523	1.00372178635281e-11	0.539586886735687	2.71298654545412e-09
"SpisGene3393"	27	23	1	1	1	1	1	1
"SpisGene3402"	230	229	1.01437749187541	1	0.00405389749853297	1	0.0274381433509588	1
"SpisGene3404"	19	16	1.2195893199123	1	0.858437460046474	1	1	1
"SpisGene3406"	8	8	0.790811205294063	1	0.0190156699349619	1	0.0832602347764708	1
"SpisGene3411"	98	95	1.0234469190512	1	0.507506346341348	1	1	1
"SpisGene3414"	41	37	1	1	1	1	1	1
"SpisGene3417"	5	5	1.41425796550036	1	0.000583101304607837	6.8022726679288e-05	0.00688171316045159	0.00303754004578039
"SpisGene3418"	280	255	1	1	1	1	1	1
"SpisGene3419"	180	171	1	1	1	1	1	1
"SpisGene3420"	872	796	1.00665710179355	1	0.0646064568820276	1	0.200383082890185	1
"SpisGene3421"	99	87	1	1	1	1	1	1
"SpisGene3422"	37	32	1.15670350990623	1	0.00284298281891613	1	0.0215646376449203	1
"SpisGene3427"	24	24	1	1	1	1	1	1
"SpisGene3428"	119	118	1	1	1	1	1	1
"SpisGene3429"	164	135	1.03425628367025	1	0.870426833753605	1	1	1
"SpisGene3430"	152	145	1.02830703733369	1	0.0331207027131752	1	0.123178153918543	1
"SpisGene3433"	79	77	1.0526632705238	1	0.00306073075925708	1	0.0225825687577143	1
"SpisGene3435"	251	250	1	1	1	1	1	1
"SpisGene3436"	14	14	1.20958024939289	1	0.0273589333516113	1	0.108368369098338	1
"SpisGene3439"	149	145	1	1	1	1	1	1
"SpisGene3441"	58	51	1	1	1	1	1	1
"SpisGene3442"	9	9	1.15203848385005	1	0.0766328935250818	1	0.227375027053536	1
